date	day	sex	age	시도	region	업종	value
20150801	6	여	50대	서울특별시	1	중국집	102
20150801	6	남	50대	서울특별시	1	중국집	160
20150801	6	여	30대	서울특별시	1	중국집	234
20150801	6	여	40대	서울특별시	1	중국집	232
20150801	6	남	20대	서울특별시	1	중국집	207
20150801	6	남	40대	서울특별시	1	중국집	237
20150801	6	여	20대	서울특별시	1	중국집	105
20150801	6	남	10대	서울특별시	1	중국집	38
20150801	6	남	60대이상	서울특별시	1	중국집	84
20150801	6	여	10대	서울특별시	1	중국집	23
20150801	6	여	60대이상	서울특별시	1	중국집	55
20150801	6	남	30대	서울특별시	1	중국집	300
20150801	6	여	20대	서울특별시	2	중국집	49
20150801	6	남	20대	서울특별시	2	중국집	88
20150801	6	남	40대	서울특별시	2	중국집	116
20150801	6	남	30대	서울특별시	2	중국집	125
20150801	6	남	50대	서울특별시	2	중국집	69
20150801	6	여	30대	서울특별시	2	중국집	113
20150801	6	여	50대	서울특별시	2	중국집	64
20150801	6	여	60대이상	서울특별시	2	중국집	29
20150801	6	여	10대	서울특별시	2	중국집	9
20150801	6	남	60대이상	서울특별시	2	중국집	37
20150801	6	남	10대	서울특별시	2	중국집	21
20150801	6	여	40대	서울특별시	2	중국집	98
20150801	6	남	20대	서울특별시	3	중국집	70
20150801	6	여	20대	서울특별시	3	중국집	36
20150801	6	여	40대	서울특별시	3	중국집	94
20150801	6	여	30대	서울특별시	3	중국집	82
20150801	6	여	50대	서울특별시	3	중국집	40
20150801	6	남	30대	서울특별시	3	중국집	101
20150801	6	남	50대	서울특별시	3	중국집	43
20150801	6	남	60대이상	서울특별시	3	중국집	31
20150801	6	남	10대	서울특별시	3	중국집	21
20150801	6	여	60대이상	서울특별시	3	중국집	22
20150801	6	여	10대	서울특별시	3	중국집	10
20150801	6	남	40대	서울특별시	3	중국집	83
20150801	6	여	40대	서울특별시	4	중국집	168
20150801	6	남	40대	서울특별시	4	중국집	163
20150801	6	남	20대	서울특별시	4	중국집	136
20150801	6	여	50대	서울특별시	4	중국집	66
20150801	6	여	30대	서울특별시	4	중국집	158
20150801	6	남	50대	서울특별시	4	중국집	82
20150801	6	남	30대	서울특별시	4	중국집	250
20150801	6	남	10대	서울특별시	4	중국집	24
20150801	6	남	60대이상	서울특별시	4	중국집	46
20150801	6	여	10대	서울특별시	4	중국집	20
20150801	6	여	60대이상	서울특별시	4	중국집	30
20150801	6	여	20대	서울특별시	4	중국집	84
20150801	6	남	40대	서울특별시	5	중국집	117
20150801	6	여	40대	서울특별시	5	중국집	102
20150801	6	여	20대	서울특별시	5	중국집	106
20150801	6	남	50대	서울특별시	5	중국집	46
20150801	6	남	30대	서울특별시	5	중국집	260
20150801	6	여	50대	서울특별시	5	중국집	71
20150801	6	여	30대	서울특별시	5	중국집	131
20150801	6	여	10대	서울특별시	5	중국집	17
20150801	6	여	60대이상	서울특별시	5	중국집	24
20150801	6	남	10대	서울특별시	5	중국집	27
20150801	6	남	60대이상	서울특별시	5	중국집	31
20150801	6	남	20대	서울특별시	5	중국집	161
20150801	6	여	20대	서울특별시	6	중국집	48
20150801	6	남	20대	서울특별시	6	중국집	79
20150801	6	남	40대	서울특별시	6	중국집	77
20150801	6	남	30대	서울특별시	6	중국집	130
20150801	6	남	50대	서울특별시	6	중국집	57
20150801	6	여	30대	서울특별시	6	중국집	59
20150801	6	여	50대	서울특별시	6	중국집	50
20150801	6	여	60대이상	서울특별시	6	중국집	29
20150801	6	여	10대	서울특별시	6	중국집	6
20150801	6	남	60대이상	서울특별시	6	중국집	30
20150801	6	남	10대	서울특별시	6	중국집	12
20150801	6	여	40대	서울특별시	6	중국집	81
20150801	6	여	40대	서울특별시	7	중국집	91
20150801	6	남	40대	서울특별시	7	중국집	94
20150801	6	남	20대	서울특별시	7	중국집	72
20150801	6	여	50대	서울특별시	7	중국집	39
20150801	6	여	30대	서울특별시	7	중국집	93
20150801	6	남	50대	서울특별시	7	중국집	49
20150801	6	남	30대	서울특별시	7	중국집	114
20150801	6	남	10대	서울특별시	7	중국집	23
20150801	6	남	60대이상	서울특별시	7	중국집	28
20150801	6	여	10대	서울특별시	7	중국집	13
20150801	6	여	60대이상	서울특별시	7	중국집	26
20150801	6	여	20대	서울특별시	7	중국집	40
20150801	6	남	40대	서울특별시	8	중국집	55
20150801	6	여	40대	서울특별시	8	중국집	39
20150801	6	여	20대	서울특별시	8	중국집	27
20150801	6	남	50대	서울특별시	8	중국집	52
20150801	6	남	30대	서울특별시	8	중국집	74
20150801	6	여	50대	서울특별시	8	중국집	34
20150801	6	여	30대	서울특별시	8	중국집	47
20150801	6	여	10대	서울특별시	8	중국집	7
20150801	6	여	60대이상	서울특별시	8	중국집	21
20150801	6	남	10대	서울특별시	8	중국집	17
20150801	6	남	60대이상	서울특별시	8	중국집	16
20150801	6	남	20대	서울특별시	8	중국집	40
20150801	6	남	50대	서울특별시	9	중국집	51
20150801	6	여	50대	서울특별시	9	중국집	47
20150801	6	남	30대	서울특별시	9	중국집	102
20150801	6	남	40대	서울특별시	9	중국집	65
20150801	6	여	20대	서울특별시	9	중국집	25
20150801	6	여	40대	서울특별시	9	중국집	93
20150801	6	남	20대	서울특별시	9	중국집	44
20150801	6	남	60대이상	서울특별시	9	중국집	15
20150801	6	남	10대	서울특별시	9	중국집	18
20150801	6	여	60대이상	서울특별시	9	중국집	12
20150801	6	여	10대	서울특별시	9	중국집	9
20150801	6	여	30대	서울특별시	9	중국집	86
20150801	6	남	60대이상	서울특별시	10	중국집	20
20150801	6	남	10대	서울특별시	10	중국집	48
20150801	6	남	30대	서울특별시	10	중국집	54
20150801	6	남	40대	서울특별시	10	중국집	63
20150801	6	여	60대이상	서울특별시	10	중국집	25
20150801	6	여	40대	서울특별시	10	중국집	49
20150801	6	여	10대	서울특별시	10	중국집	35
20150801	6	남	20대	서울특별시	10	중국집	38
20150801	6	여	20대	서울특별시	10	중국집	14
20150801	6	여	50대	서울특별시	10	중국집	28
20150801	6	남	50대	서울특별시	10	중국집	32
20150801	6	여	30대	서울특별시	10	중국집	49
20150801	6	여	40대	서울특별시	11	중국집	73
20150801	6	남	40대	서울특별시	11	중국집	141
20150801	6	남	20대	서울특별시	11	중국집	155
20150801	6	여	50대	서울특별시	11	중국집	54
20150801	6	여	30대	서울특별시	11	중국집	111
20150801	6	남	50대	서울특별시	11	중국집	74
20150801	6	남	30대	서울특별시	11	중국집	172
20150801	6	여	60대이상	서울특별시	11	중국집	39
20150801	6	여	10대	서울특별시	11	중국집	8
20150801	6	남	60대이상	서울특별시	11	중국집	56
20150801	6	남	10대	서울특별시	11	중국집	29
20150801	6	여	20대	서울특별시	11	중국집	74
20150801	6	여	60대이상	서울특별시	12	중국집	33
20150801	6	여	10대	서울특별시	12	중국집	9
20150801	6	남	50대	서울특별시	12	중국집	47
20150801	6	여	20대	서울특별시	12	중국집	52
20150801	6	남	60대이상	서울특별시	12	중국집	37
20150801	6	남	20대	서울특별시	12	중국집	107
20150801	6	남	10대	서울특별시	12	중국집	28
20150801	6	여	40대	서울특별시	12	중국집	68
20150801	6	남	40대	서울특별시	12	중국집	73
20150801	6	여	30대	서울특별시	12	중국집	105
20150801	6	남	30대	서울특별시	12	중국집	136
20150801	6	여	50대	서울특별시	12	중국집	38
20150801	6	남	50대	서울특별시	13	중국집	50
20150801	6	여	50대	서울특별시	13	중국집	42
20150801	6	남	30대	서울특별시	13	중국집	134
20150801	6	남	40대	서울특별시	13	중국집	95
20150801	6	여	20대	서울특별시	13	중국집	66
20150801	6	여	40대	서울특별시	13	중국집	106
20150801	6	남	20대	서울특별시	13	중국집	116
20150801	6	여	10대	서울특별시	13	중국집	12
20150801	6	여	60대이상	서울특별시	13	중국집	25
20150801	6	남	10대	서울특별시	13	중국집	9
20150801	6	남	60대이상	서울특별시	13	중국집	34
20150801	6	여	30대	서울특별시	13	중국집	84
20150801	6	남	50대	서울특별시	14	중국집	67
20150801	6	여	50대	서울특별시	14	중국집	46
20150801	6	남	30대	서울특별시	14	중국집	143
20150801	6	남	40대	서울특별시	14	중국집	84
20150801	6	여	20대	서울특별시	14	중국집	81
20150801	6	여	40대	서울특별시	14	중국집	72
20150801	6	남	20대	서울특별시	14	중국집	101
20150801	6	남	60대이상	서울특별시	14	중국집	28
20150801	6	남	10대	서울특별시	14	중국집	23
20150801	6	여	60대이상	서울특별시	14	중국집	32
20150801	6	여	10대	서울특별시	14	중국집	7
20150801	6	여	30대	서울특별시	14	중국집	85
20150801	6	여	20대	서울특별시	15	중국집	48
20150801	6	남	20대	서울특별시	15	중국집	78
20150801	6	남	40대	서울특별시	15	중국집	136
20150801	6	남	30대	서울특별시	15	중국집	181
20150801	6	남	50대	서울특별시	15	중국집	76
20150801	6	여	30대	서울특별시	15	중국집	136
20150801	6	여	50대	서울특별시	15	중국집	72
20150801	6	여	60대이상	서울특별시	15	중국집	32
20150801	6	여	10대	서울특별시	15	중국집	9
20150801	6	남	60대이상	서울특별시	15	중국집	35
20150801	6	남	10대	서울특별시	15	중국집	18
20150801	6	여	40대	서울특별시	15	중국집	123
20150801	6	여	60대이상	서울특별시	16	중국집	20
20150801	6	여	10대	서울특별시	16	중국집	10
20150801	6	남	50대	서울특별시	16	중국집	56
20150801	6	여	20대	서울특별시	16	중국집	59
20150801	6	남	60대이상	서울특별시	16	중국집	29
20150801	6	남	20대	서울특별시	16	중국집	83
20150801	6	남	10대	서울특별시	16	중국집	9
20150801	6	여	40대	서울특별시	16	중국집	56
20150801	6	남	40대	서울특별시	16	중국집	98
20150801	6	여	30대	서울특별시	16	중국집	74
20150801	6	남	30대	서울특별시	16	중국집	134
20150801	6	여	50대	서울특별시	16	중국집	28
20150801	6	남	30대	서울특별시	17	중국집	109
20150801	6	여	30대	서울특별시	17	중국집	96
20150801	6	남	50대	서울특별시	17	중국집	59
20150801	6	여	20대	서울특별시	17	중국집	48
20150801	6	남	40대	서울특별시	17	중국집	104
20150801	6	남	20대	서울특별시	17	중국집	93
20150801	6	여	40대	서울특별시	17	중국집	78
20150801	6	여	60대이상	서울특별시	17	중국집	21
20150801	6	여	10대	서울특별시	17	중국집	11
20150801	6	남	60대이상	서울특별시	17	중국집	33
20150801	6	남	10대	서울특별시	17	중국집	18
20150801	6	여	50대	서울특별시	17	중국집	30
20150801	6	여	30대	서울특별시	18	중국집	191
20150801	6	남	30대	서울특별시	18	중국집	264
20150801	6	여	50대	서울특별시	18	중국집	102
20150801	6	남	20대	서울특별시	18	중국집	131
20150801	6	여	40대	서울특별시	18	중국집	192
20150801	6	여	20대	서울특별시	18	중국집	92
20150801	6	남	40대	서울특별시	18	중국집	177
20150801	6	여	10대	서울특별시	18	중국집	18
20150801	6	여	60대이상	서울특별시	18	중국집	36
20150801	6	남	10대	서울특별시	18	중국집	18
20150801	6	남	60대이상	서울특별시	18	중국집	52
20150801	6	남	50대	서울특별시	18	중국집	89
20150801	6	남	10대	서울특별시	19	중국집	21
20150801	6	남	60대이상	서울특별시	19	중국집	28
20150801	6	남	50대	서울특별시	19	중국집	41
20150801	6	여	20대	서울특별시	19	중국집	50
20150801	6	여	10대	서울특별시	19	중국집	6
20150801	6	남	20대	서울특별시	19	중국집	79
20150801	6	여	60대이상	서울특별시	19	중국집	19
20150801	6	여	40대	서울특별시	19	중국집	97
20150801	6	남	40대	서울특별시	19	중국집	86
20150801	6	여	30대	서울특별시	19	중국집	82
20150801	6	남	30대	서울특별시	19	중국집	105
20150801	6	여	50대	서울특별시	19	중국집	63
20150801	6	여	60대이상	서울특별시	20	중국집	10
20150801	6	여	10대	서울특별시	20	중국집	5
20150801	6	남	50대	서울특별시	20	중국집	73
20150801	6	여	20대	서울특별시	20	중국집	41
20150801	6	남	60대이상	서울특별시	20	중국집	29
20150801	6	남	20대	서울특별시	20	중국집	54
20150801	6	남	10대	서울특별시	20	중국집	10
20150801	6	여	40대	서울특별시	20	중국집	56
20150801	6	남	40대	서울특별시	20	중국집	69
20150801	6	여	30대	서울특별시	20	중국집	66
20150801	6	남	30대	서울특별시	20	중국집	106
20150801	6	여	50대	서울특별시	20	중국집	27
20150801	6	남	10대	서울특별시	21	중국집	16
20150801	6	남	60대이상	서울특별시	21	중국집	33
20150801	6	남	20대	서울특별시	21	중국집	83
20150801	6	여	50대	서울특별시	21	중국집	58
20150801	6	여	10대	서울특별시	21	중국집	8
20150801	6	남	50대	서울특별시	21	중국집	75
20150801	6	여	60대이상	서울특별시	21	중국집	24
20150801	6	남	30대	서울특별시	21	중국집	149
20150801	6	여	30대	서울특별시	21	중국집	124
20150801	6	남	40대	서울특별시	21	중국집	111
20150801	6	여	40대	서울특별시	21	중국집	98
20150801	6	여	20대	서울특별시	21	중국집	54
20150801	6	남	60대이상	서울특별시	22	중국집	35
20150801	6	남	10대	서울특별시	22	중국집	17
20150801	6	여	40대	서울특별시	22	중국집	86
20150801	6	여	30대	서울특별시	22	중국집	80
20150801	6	여	60대이상	서울특별시	22	중국집	23
20150801	6	남	30대	서울특별시	22	중국집	119
20150801	6	여	10대	서울특별시	22	중국집	9
20150801	6	남	50대	서울특별시	22	중국집	38
20150801	6	여	50대	서울특별시	22	중국집	48
20150801	6	여	20대	서울특별시	22	중국집	41
20150801	6	남	20대	서울특별시	22	중국집	81
20150801	6	남	40대	서울특별시	22	중국집	97
20150801	6	여	10대	서울특별시	23	중국집	7
20150801	6	여	60대이상	서울특별시	23	중국집	25
20150801	6	여	20대	서울특별시	23	중국집	46
20150801	6	남	50대	서울특별시	23	중국집	59
20150801	6	남	10대	서울특별시	23	중국집	12
20150801	6	여	50대	서울특별시	23	중국집	52
20150801	6	남	60대이상	서울특별시	23	중국집	36
20150801	6	여	30대	서울특별시	23	중국집	54
20150801	6	남	30대	서울특별시	23	중국집	93
20150801	6	여	40대	서울특별시	23	중국집	75
20150801	6	남	40대	서울특별시	23	중국집	69
20150801	6	남	20대	서울특별시	23	중국집	57
20150801	6	남	10대	서울특별시	24	중국집	12
20150801	6	남	60대이상	서울특별시	24	중국집	34
20150801	6	여	30대	서울특별시	24	중국집	88
20150801	6	여	40대	서울특별시	24	중국집	64
20150801	6	여	10대	서울특별시	24	중국집	6
20150801	6	남	40대	서울특별시	24	중국집	112
20150801	6	여	60대이상	서울특별시	24	중국집	33
20150801	6	여	20대	서울특별시	24	중국집	38
20150801	6	남	20대	서울특별시	24	중국집	94
20150801	6	남	50대	서울특별시	24	중국집	41
20150801	6	여	50대	서울특별시	24	중국집	45
20150801	6	남	30대	서울특별시	24	중국집	178
20150801	6	여	60대이상	서울특별시	25	중국집	13
20150801	6	여	10대	서울특별시	25	중국집	13
20150801	6	남	20대	서울특별시	25	중국집	53
20150801	6	여	50대	서울특별시	25	중국집	44
20150801	6	남	60대이상	서울특별시	25	중국집	25
20150801	6	남	50대	서울특별시	25	중국집	45
20150801	6	남	10대	서울특별시	25	중국집	17
20150801	6	남	30대	서울특별시	25	중국집	112
20150801	6	여	30대	서울특별시	25	중국집	75
20150801	6	남	40대	서울특별시	25	중국집	77
20150801	6	여	40대	서울특별시	25	중국집	86
20150801	6	여	20대	서울특별시	25	중국집	42
20150802	7	남	60대이상	서울특별시	1	중국집	56
20150802	7	남	10대	서울특별시	1	중국집	31
20150802	7	여	20대	서울특별시	1	중국집	140
20150802	7	남	50대	서울특별시	1	중국집	123
20150802	7	여	60대이상	서울특별시	1	중국집	44
20150802	7	여	50대	서울특별시	1	중국집	113
20150802	7	여	10대	서울특별시	1	중국집	11
20150802	7	여	30대	서울특별시	1	중국집	250
20150802	7	남	30대	서울특별시	1	중국집	301
20150802	7	여	40대	서울특별시	1	중국집	252
20150802	7	남	40대	서울특별시	1	중국집	194
20150802	7	남	20대	서울특별시	1	중국집	179
